DATE,SDAY,RACENUM,TYPE,SURFACE,DISTLEN,DISTMEA,PURSE,NUMHORSES,FIN1,PRGNUM1,PPNUM1,FODDS1,PTFAV1,FIN2,PRGNUM2,PPNUM2,FODDS2,PTFAV2,FIN3,PRGNUM3,PPNUM3,FODDS3,PTFAV3,FIN4,PRGNUM4,PPNUM4,FODDS4,PTFAV4
20190801,16,8,ALLOWANCE,TURF,8.5,FURLONGS,95000,8,1,1A,6,1.1,TRUE,2,3,3,9.5,FALSE,3,8,8,16.3,FALSE,4,1,1,1.1,TRUE
20190801,16,9,STAKES,DIRT,14,FURLONGS,100000,7,1,6,6,8.4,FALSE,2,1,1,1.6,FALSE,3,8,7,1.05,TRUE,4,3,3,13.1,FALSE
20190801,16,10,MAIDEN,TURF,8,FURLONGS,78000,10,1,7,7,5.5,FALSE,2,10,10,6.1,FALSE,3,3,3,2.15,TRUE,4,2,2,3.35,FALSE
20190802,17,1,MAIDEN,DIRT,6,FURLONGS,40000,8,1,4,4,6.8,FALSE,2,3,3,2.65,FALSE,3,8,8,1.45,TRUE,4,6,6,3.6,FALSE
20190802,17,2,CLAIMING,DIRT,7,FURLONGS,32000,5,1,5,4,17.7,FALSE,2,6,5,2.55,FALSE,3,3,2,0.9,TRUE,4,1,1,2.5,FALSE
20190802,17,3,MAIDEN,TURF,5.5,FURLONGS,78000,9,1,3,2,1.2,TRUE,2,8,8,3.2,FALSE,3,9,9,4.4,FALSE,4,2,1,16.3,FALSE
20190802,17,4,ALLOWANCE,TURF,8,FURLONGS,83000,8,1,1,1,1.5,TRUE,2,5,4,22.3,FALSE,3,10,8,3.55,FALSE,4,2,2,8.2,FALSE
20190802,17,5,CLAIMING,DIRT,9,FURLONGS,34000,9,1,6,5,5.3,FALSE,2,2,2,2.9,FALSE,3,7,6,5.8,FALSE,4,10,9,44.25,FALSE
20190802,17,6,CLAIMING,TURF,8.5,FURLONGS,50000,8,1,5,5,1.9,TRUE,2,4,4,3.65,FALSE,3,6,6,8.4,FALSE,4,2,2,4.7,FALSE
20190802,17,7,G2,TURF,8,FURLONGS,200000,8,1,5,5,2.0,TRUE,2,1,1,8.6,FALSE,3,7,7,9.7,FALSE,4,3,3,3.45,FALSE
20190802,17,8,STAKES,DIRT,9,FURLONGS,100000,9,1,2,2,1.0,TRUE,2,1,1,13.4,FALSE,3,4,4,30.75,FALSE,4,7,7,6.4,FALSE
20190802,17,9,STAKES,TURF,9.5,FURLONGS,750000,5,1,5,5,0.3,TRUE,2,2,2,6.0,FALSE,3,4,4,21.5,FALSE,4,3,3,15.7,FALSE
20190802,17,10,MAIDEN,TURF,8.5,FURLONGS,48000,8,1,7,5,2.6,FALSE,2,8,6,8.3,FALSE,3,1,1,33.5,FALSE,4,6,4,1.5,TRUE
20190803,18,1,MAIDEN,TURF,8.5,FURLONGS,90000,9,1,8,7,2.4,TRUE,2,2,2,9.9,FALSE,3,3,3,8.3,FALSE,4,7,6,8.7,FALSE
20190803,18,2,ALLOWANCE,DIRT,9,FURLONGS,92000,9,1,3,3,4.2,FALSE,2,1,1,12.9,FALSE,3,6,6,7.5,FALSE,4,8,8,1.65,FALSE
20190803,18,3,MAIDEN,DIRT,7,FURLONGS,90000,10,1,9,9,3.5,FALSE,2,7,7,17.8,FALSE,3,8,8,25.5,FALSE,4,1,6,19.4,FALSE
20190803,18,4,CLAIMING,TURF,8,FURLONGS,67000,12,1,6,6,5.6,FALSE,2,3,3,8.6,FALSE,3,8,8,8.7,FALSE,4,5,5,20.3,FALSE
20190803,18,5,G3,TURF,5.5,FURLONGS,200000,5,1,6,5,5.5,FALSE,2,2,1,2.2,FALSE,3,3,2,1.75,TRUE,4,5,4,2.75,FALSE
20190803,18,6,MAIDEN,DIRT,6.5,FURLONGS,90000,12,1,7,7,10.7,FALSE,2,8,8,1.0,TRUE,3,11,11,26.5,FALSE,4,10,10,5.2,FALSE
20190803,18,7,STAKES,TURF,8.5,FURLONGS,100000,7,1,2,2,1.95,TRUE,2,5,4,3.6,FALSE,3,8,7,5.4,FALSE,4,1,1,10.0,FALSE
20190803,18,8,G1,DIRT,7,FURLONGS,500000,7,1,3,3,3.25,FALSE,2,1,1,3.6,FALSE,3,2,2,2.35,TRUE,4,4,4,9.8,FALSE
20190803,18,9,G1,DIRT,9,FURLONGS,1000000,7,1,6,5,0.85,TRUE,2,7,6,8.5,FALSE,3,5,4,4.6,FALSE,4,8,7,2.15,FALSE
20190803,18,10,STAKES,TURF,8,FURLONGS,100000,6,1,8,4,2.2,TRUE,2,7,3,2.75,FALSE,3,9,5,2.6,FALSE,4,1,1,15.9,FALSE
20190803,18,11,ALLOWANCE,TURF,5.5,FURLONGS,80000,10,1,8,6,3.05,TRUE,2,4,3,5.1,FALSE,3,5,4,8.0,FALSE,4,2,2,39.5,FALSE
20190804,19,1,MAIDEN,DIRT,7,FURLONGS,90000,6,1,4,3,2.15,FALSE,2,7,6,2.4,FALSE,3,5,4,6.3,FALSE,4,1,1,2.05,TRUE
20190804,19,2,CLAIMING,DIRT,6,FURLONGS,34000,7,1,2,2,1.05,TRUE,2,1,1,10.1,FALSE,3,3,3,15.1,FALSE,4,4,4,3.25,FALSE
20190804,19,3,STAKES,DIRT,6.5,FURLONGS,100000,6,1,2,2,5.6,FALSE,2,4,3,2.5,FALSE,3,6,5,1.65,TRUE,4,1,1,7.6,FALSE
20190804,19,4,MAIDEN,TURF,8.5,FURLONGS,90000,9,1,5,4,5.4,FALSE,2,8,7,2.95,FALSE,3,3,2,41.5,FALSE,4,4,3,1.95,TRUE
20190804,19,5,G3,TURF,8.5,FURLONGS,200000,6,1,2,2,3.2,FALSE,2,1,1,23.2,FALSE,3,4,4,1.2,TRUE,4,6,6,3.45,FALSE
20190804,19,6,CLAIMING,DIRT,6,FURLONGS,52000,11,1,8,7,4.0,FALSE,2,2,2,2.45,TRUE,3,4,4,7.7,FALSE,4,12,11,10.2,FALSE
20190804,19,7,ALLOWANCE,TURF,5.5,FURLONGS,95000,10,1,1,1,2.5,TRUE,2,2,2,3.8,FALSE,3,4,3,7.0,FALSE,4,8,7,7.9,FALSE
20190804,19,8,ALLOWANCE,TURF,8.5,FURLONGS,80000,12,1,2,2,3.45,FALSE,2,13,12,4.9,FALSE,3,8,8,1.35,TRUE,4,6,6,66.25,FALSE
20190804,19,9,STAKES,TURF,9.5,FURLONGS,1000000,11,1,3,3,13.2,FALSE,2,8,8,4.6,FALSE,3,7,7,25.75,FALSE,4,2,2,5.2,FALSE
20190804,19,10,G2,DIRT,6.5,FURLONGS,200000,8,1,3,3,6.7,FALSE,2,2,2,0.7,TRUE,3,8,8,2.35,FALSE,4,6,6,10.4,FALSE
20190804,19,11,MAIDEN,TURF,8,FURLONGS,90000,11,1,11,10,2.75,FALSE,2,10,9,2.1,TRUE,3,3,2,3.5,FALSE,4,9,8,53.75,FALSE
20190807,20,1,STAKES,TURF,16.5,FURLONGS,75000,6,1,6,5,9.4,FALSE,2,3,3,3.05,FALSE,3,4,4,8.5,FALSE,4,2,2,5.4,FALSE
20190807,20,2,MAIDEN,DIRT,6,FURLONGS,42000,9,1,1,1,1.35,TRUE,2,7,7,3.25,FALSE,3,5,5,25.25,FALSE,4,3,3,5.1,FALSE
20190807,20,3,MAIDEN,TURF,5.5,FURLONGS,78000,8,1,7,7,4.9,FALSE,2,3,3,1.75,TRUE,3,6,6,3.55,FALSE,4,5,5,11.1,FALSE
20190807,20,4,CLAIMING,TURF,8,FURLONGS,70000,6,1,7,5,1.05,TRUE,2,6,4,2.05,FALSE,3,8,6,7.6,FALSE,4,4,3,5.0,FALSE
20190807,20,5,MAIDEN,DIRT,6.5,FURLONGS,78000,9,1,2,2,2.25,FALSE,2,6,6,10.8,FALSE,3,1,1,11.3,FALSE,4,5,5,1.95,TRUE
20190807,20,6,STAKES,TURF,5.5,FURLONGS,100000,8,1,7,6,1.2,TRUE,2,4,4,9.3,FALSE,3,10,8,13.4,FALSE,4,2,2,7.1,FALSE
20190807,20,7,CLAIMING,DIRT,6.5,FURLONGS,52000,9,1,6,6,2.5,TRUE,2,8,8,3.95,FALSE,3,3,3,6.7,FALSE,4,2,2,8.2,FALSE
20190807,20,8,ALLOWANCE,DIRT,6.5,FURLONGS,60000,9,1,9,9,11.0,FALSE,2,1,1,17.1,FALSE,3,7,7,9.4,FALSE,4,8,8,3.15,FALSE
20190807,20,9,STAKES,DIRT,9,FURLONGS,101200,8,1,2,2,0.6,TRUE,2,4,4,10.3,FALSE,3,8,8,36.75,FALSE,4,3,3,6.7,FALSE
20190807,20,10,MAIDEN,TURF,5.5,FURLONGS,48000,10,1,3,3,6.2,FALSE,2,6,6,6.7,FALSE,3,5,5,17.4,FALSE,4,2,2,15.1,FALSE
20190808,20,1,ALLOWANCE,DIRT,9,FURLONGS,40000,6,1,1,1,0.65,TRUE,2,4,4,4.9,FALSE,3,5,5,12.1,FALSE,4,6,6,4.0,FALSE
20190808,20,2,CLAIMING,DIRT,6,FURLONGS,52000,7,1,2,2,1.5,TRUE,2,7,7,6.0,FALSE,3,5,5,8.9,FALSE,4,4,4,33.5,FALSE
20190808,20,3,CLAIMING,TURF,8.5,FURLONGS,55000,8,1,1A,8,1.7,TRUE,2,1,5,1.7,TRUE,3,8,6,13.8,FALSE,4,3,2,3.6,FALSE
20190808,20,4,CLAIMING,DIRT,7,FURLONGS,65000,5,1,2,1,1.35,TRUE,2,3,2,2.25,FALSE,3,1A,3,6.4,FALSE,4,5,4,3.4,FALSE
20190808,20,5,MAIDEN,DIRT,6.5,FURLONGS,78000,8,1,3,3,3.55,FALSE,2,7,7,1.5,TRUE,3,6,6,4.3,FALSE,4,5,5,31.0,FALSE
20190808,20,6,MAIDEN,TURF,5.5,FURLONGS,90000,9,1,9,9,14.9,FALSE,2,6,6,3.3,FALSE,3,7,7,4.2,FALSE,4,2,2,5.0,FALSE
20190808,20,7,ALLOWANCE,DIRT,6,FURLONGS,40000,8,1,5,5,7.8,FALSE,2,2,2,1.8,TRUE,3,8,7,4.3,FALSE,4,6,6,3.15,FALSE
20190808,20,8,STAKES,DIRT,9,FURLONGS,100000,6,1,1,1,4.8,FALSE,2,5,5,3.9,FALSE,3,6,6,1.85,TRUE,4,3,3,6.4,FALSE
20190808,20,9,ALLOWANCE,TURF,8.5,FURLONGS,92000,7,1,2,1,3.2,FALSE,2,1A,7,2.2,TRUE,3,5,4,4.7,FALSE,4,8,6,10.0,FALSE
20190808,20,10,CLAIMING,TURF,9,FURLONGS,65000,9,1,1,1,10.7,FALSE,2,5,4,8.4,FALSE,3,8,6,2.8,TRUE,4,4,3,6.3,FALSE
20190809,22,1,CLAIMING,TURF,5.5,FURLONGS,48000,6,1,4,3,0.55,TRUE,2,1,1,3.2,FALSE,3,5,4,7.2,FALSE,4,2,2,24.75,FALSE
20190809,22,2,MAIDEN,DIRT,9,FURLONGS,48000,9,1,8,8,2.0,FALSE,2,1A,9,9.1,FALSE,3,2,2,1.7,TRUE,4,6,6,8.5,FALSE
20190809,22,3,ALLOWANCE,TURF,8.5,FURLONGS,60000,6,1,5,5,2.0,TRUE,2,8,6,4.3,FALSE,3,2,2,3.55,FALSE,4,4,4,5.2,FALSE
20190809,22,4,MAIDEN,TURF,5.5,FURLONGS,78000,10,1,9,8,1.85,TRUE,2,2,3,4.6,FALSE,3,6,6,3.55,FALSE,4,2B,10,4.6,FALSE
20190809,22,5,ALLOWANCE,DIRT,9,FURLONGS,95000,6,1,2,2,1.0,TRUE,2,1,1,2.55,FALSE,3,5,4,8.9,FALSE,4,4,3,26.5,FALSE
20190809,22,6,MAIDEN,TURF,5.5,FURLONGS,90000,10,1,4,4,3.0,FALSE,2,6,6,10.7,FALSE,3,7,7,3.65,FALSE,4,3,3,15.1,FALSE
20190809,22,7,CLAIMING,DIRT,7,FURLONGS,52000,9,1,5,4,9.0,FALSE,2,4,3,3.5,FALSE,3,10,8,5.7,FALSE,4,7,6,2.7,TRUE
20190809,22,8,ALLOWANCE,TURF,8,FURLONGS,95000,6,1,4,1,2.55,FALSE,2,5,2,1.9,TRUE,3,9,5,3.3,FALSE,4,7,3,11.4,FALSE
20190809,22,9,STAKES,DIRT,6,FURLONGS,100000,6,1,7,6,8.3,FALSE,2,4,3,2.15,TRUE,3,3,2,2.2,FALSE,4,2,1,4.3,FALSE
20190809,22,10,ALLOWANCE,TURF,8,FURLONGS,92000,11,1,5,5,8.4,FALSE,2,9,9,12.6,FALSE,3,7,7,51.75,FALSE,4,11,11,24.25,FALSE
20190810,23,1,CLAIMING,TURF,8.5,FURLONGS,52000,7,1,5,4,2.5,FALSE,2,2,1,1.65,TRUE,3,7,6,4.1,FALSE,4,7,6,5.5,FALSE
20190810,23,2,MAIDEN,DIRT,6,FURLONGS,78000,6,1,6,6,3.3,TRUE,2,2,2,5.4,FALSE,3,5,5,7.7,FALSE,4,7,7,3.4,FALSE
20190810,23,3,MAIDEN,TURF,8.5,FURLONGS,90000,8,1,7,5,1.25,TRUE,2,1,1,2.5,FALSE,3,8,6,4.3,FALSE,4,9,7,4.3,FALSE
20190810,23,4,CLAIMING,DIRT,6,FURLONGS,35000,10,1,8,8,2.3,TRUE,2,7,7,18.4,FALSE,3,10,10,4.6,FALSE,4,6,6,7.7,FALSE
20190810,23,5,MAIDEN,DIRT,6,FURLONGS,90000,9,1,7,7,2.05,FALSE,2,8,8,22.8,FALSE,3,5,5,11.6,FALSE,4,1,1,8.0,FALSE
20190810,23,6,ALLOWANCE,TURF,5.5,FURLONGS,92000,8,1,7,7,2.95,FALSE,2,9,8,11.8,FALSE,3,3,3,9.2,FALSE,4,4,4,2.65,FALSE
20190810,23,7,MAIDEN,DIRT,6,FURLONGS,90000,9,1,7,6,0.6,TRUE,2,1A,8,7.5,FALSE,3,3,2,10.7,FALSE,4,5,4,46.75,FALSE
20190810,23,8,G2,DIRT,6.5,FURLONGS,200000,7,1,3,3,1.55,TRUE,2,1,1,2.35,FALSE,3,4,4,8.2,FALSE,4,7,6,16.5,FALSE
20190810,23,9,G1,TURF,8,FURLONGS,500000,10,1,6,6,5.0,FALSE,2,4,4,2.95,FALSE,3,3,3,1.85,TRUE,4,1,1,11.4,FALSE
20190810,23,10,ALLOWANCE,DIRT,6,FURLONGS,92000,7,1,4,3,1.6,TRUE,2,5,4,19.1,FALSE,3,8,7,4.3,FALSE,4,7,6,5.2,FALSE
20190810,23,11,MAIDEN,TURF,5.5,FURLONGS,48000,10,1,9,9,4.9,FALSE,2,7,7,6.4,FALSE,3,2,2,4.8,FALSE,4,6,6,30.75,FALSE
20190811,24,1,MAIDEN,DIRT,9,FURLONGS,90000,7,1,6,6,6.0,FALSE,2,2,2,1.45,TRUE,3,5,5,27.75,FALSE,4,1,1,17.1,FALSE
20190811,24,2,ALLOWANCE,TURF,9,FURLONGS,75000,6,1,2,1,1.9,TRUE,2,9,6,4.7,FALSE,3,1A,4,4.2,FALSE,4,5,3,8.0,FALSE
20190811,24,3,MAIDEN,TURF,8.5,FURLONGS,90000,10,1,7,7,1.35,TRUE,2,8,8,4.8,FALSE,3,2,2,12.5,FALSE,4,1,1,3.75,FALSE
20190811,24,4,CLAIMING,DIRT,6,FURLONGS,60000,9,1,7,6,2.5,TRUE,2,5,4,18.3,FALSE,3,3,2,4.9,FALSE,4,1,1,5.6,FALSE
20190811,24,5,ALLOWANCE,TURF,5.5,FURLONGS,83000,9,1,1,1,4.0,FALSE,2,3,3,2.95,TRUE,3,4,4,12.2,FALSE,4,2,2,5.8,FALSE
20190811,24,6,MAIDEN,DIRT,6,FURLONGS,90000,8,1,3,3,3.6,FALSE,2,10,8,0.85,TRUE,3,5,4,7.7,FALSE,4,2,2,15.4,FALSE
20190811,24,7,ALLOWANCE,TURF,9,FURLONGS,80000,11,1,3,3,0.95,TRUE,2,8,6,11.2,FALSE,3,6,4,5.8,FALSE,4,12,10,116.75,FALSE
20190811,24,8,ALLOWANCE,DIRT,7,FURLONGS,95000,6,1,3,3,1.4,FALSE,2,4,4,6.6,FALSE,3,6,6,11.3,FALSE,4,2,2,1.4,TRUE
20190811,24,9,STAKES,TURF,5.5,FURLONGS,100000,10,1,10,10,2.75,TRUE,2,1,1,12.5,FALSE,3,3,3,5.4,FALSE,4,2,2,6.8,FALSE
20190811,24,10,MAIDEN,TURF,8.5,FURLONGS,48000,12,1,6,5,15.4,FALSE,2,12,11,4.7,FALSE,3,3,2,36.75,FALSE,4,4,3,3.3,TRUE
20190814,25,1,ALLOWANCE,TURF,16.5,FURLONGS,65000,8,1,7,7,1.4,TRUE,2,5,5,8.6,FALSE,3,2,2,21.7,FALSE,4,1,1,7.6,FALSE
20190814,25,2,MAIDEN,DIRT,6,FURLONGS,75000,7,1,5,5,0.65,TRUE,2,3,3,4.8,FALSE,3,2,2,4.5,FALSE,4,6,6,18.2,FALSE
20190814,25,3,CLAIMING,DIRT,6,FURLONGS,38000,7,1,2,2,4.3,FALSE,2,3,3,2.8,FALSE,3,4,4,2.35,TRUE,4,6,6,6.9,FALSE
20190814,25,4,ALLOWANCE,TURF,9,FURLONGS,80000,9,1,7,5,1.45,TRUE,2,12,9,8.6,FALSE,3,6,4,5.1,FALSE,4,10,7,10.2,FALSE
20190814,25,5,MAIDEN,DIRT,7,FURLONGS,90000,6,1,4,4,2.35,FALSE,2,2,2,2.1,TRUE,3,6,5,4.6,FALSE,4,1,1,5.9,FALSE
20190814,25,6,MAIDEN,TURF,8.5,FURLONGS,78000,10,1,5,5,9.4,FALSE,2,2,2,23.2,FALSE,3,10,10,7.7,FALSE,4,9,9,7.6,FALSE
20190814,25,7,STAKES,TURF,5.5,FURLONGS,100000,6,1,5,4,0.25,TRUE,2,4,3,5.7,FALSE,3,6,5,13.5,FALSE,4,1,1,6.9,FALSE
20190814,25,8,CLAIMING,DIRT,7,FURLONGS,52000,8,1,1,1,5.0,FALSE,2,4,4,13.1,FALSE,3,2,2,17.1,FALSE,4,8,8,5.5,FALSE
20190814,25,9,CLAIMING,TURF,8.5,FURLONGS,52000,8,1,11,8,6.1,FALSE,2,1,1,19.7,FALSE,3,2,2,6.6,FALSE,4,10,7,4.9,FALSE
20190814,25,10,ALLOWANCE,TURF,5.5,FURLONGS,60000,9,1,6,4,26.5,FALSE,2,8,6,5.9,FALSE,3,12,9,7.9,FALSE,4,7,5,20.4,FALSE
20190815,26,1,CLAIMING,TURF,8.5,FURLONGS,52000,7,1,2,2,0.95,TRUE,2,1,1,3.75,FALSE,3,4,4,2.4,FALSE,4,5,5,2.4,FALSE
20190815,26,2,MAIDEN,DIRT,6,FURLONGS,75000,6,1,3,3,3.5,TRUE,2,2,2,14.5,FALSE,3,6,6,3.8,FALSE,4,7,7,8.2,FALSE
20190815,26,3,ALLOWANCE,DIRT,7,FURLONGS,98000,5,1,1,1,1.95,FALSE,2,2,2,4.0,FALSE,3,4,4,3.5,FALSE,4,3,3,1.7,TRUE
20190815,26,4,MAIDEN,TURF,5.5,FURLONGS,90000,9,1,4,4,1.8,TRUE,2,9,8,7.1,FALSE,3,1,1,11.6,FALSE,4,7,6,5.6,FALSE
20190815,26,5,MAIDEN,DIRT,7,FURLONGS,52000,11,1,5,5,1.5,TRUE,2,4,4,13.9,FALSE,3,2,2,6.7,FALSE,4,11,11,5.3,FALSE
20190815,26,6,CLAIMING,TURF,9,FURLONGS,48000,11,1,6,6,4.1,FALSE,2,12,11,7.4,FALSE,3,5,5,49.0,FALSE,4,2,2,7.4,FALSE
20190815,26,7,ALLOWANCE,TURF,5.5,FURLONGS,80000,9,1,9,6,2.45,TRUE,2,7,5,13.7,FALSE,3,4,2,39.25,FALSE,4,2,1,14.9,FALSE
20190815,26,8,STAKES,DIRT,6.5,FURLONGS,100000,6,1,6,5,5.6,FALSE,2,1,1,1.75,TRUE,3,8,6,8.9,FALSE,4,5,4,6.2,FALSE
20190815,26,9,MAIDEN,TURF,8,FURLONGS,78000,12,1,8,8,1.75,TRUE,2,1,1,14.6,FALSE,3,6,6,23.0,FALSE,4,3,3,5.9,FALSE
20190816,27,1,MAIDEN,TURF,8.5,FURLONGS,78000,10,1,1,6,1.1,TRUE,2,3,2,5.6,FALSE,3,5,4,7.3,FALSE,4,4,3,21.1,FALSE
20190816,27,2,CLAIMING,DIRT,7,FURLONGS,80000,7,1,4,4,5.1,FALSE,2,6,6,1.95,TRUE,3,2,2,6.3,FALSE,4,5,5,2.55,FALSE
20190816,27,3,MAIDEN,TURF,9.5,FURLONGS,90000,8,1,1,1,1.25,TRUE,2,3,3,7.2,FALSE,3,2,2,17.2,FALSE,4,6,6,3.3,FALSE
20190816,27,4,MAIDEN,DIRT,5.5,FURLONGS,42000,11,1,8,7,2.5,TRUE,2,6,5,5.6,FALSE,3,11,10,3.5,FALSE,4,9,8,8.3,FALSE
20190816,27,5,ALLOWANCE,DIRT,6,FURLONGS,95000,6,1,3,2,1.9,TRUE,2,6,5,7.4,FALSE,3,5,4,3.75,FALSE,4,7,6,2.4,FALSE
20190816,27,6,CLAIMING,TURF,8.5,FURLONGS,50000,9,1,3,3,2.75,FALSE,2,8,7,2.1,TRUE,3,2,2,4.0,FALSE,4,1,1,8.8,FALSE
20190816,27,7,ALLOWANCE,TURF,8.5,FURLONGS,98000,7,1,1,1,1.35,TRUE,2,4,4,5.5,FALSE,3,5,5,7.2,FALSE,4,3,3,5.5,FALSE
20190816,27,8,ALLOWANCE,DIRT,9,FURLONGS,80000,7,1,5,5,0.5,TRUE,2,6,6,11.8,FALSE,3,2,2,13.4,FALSE,4,4,4,3.0,FALSE
20190816,27,9,STAKES,TURF,5.5,FURLONGS,100000,8,1,3,3,2.55,FALSE,2,2,2,10.7,FALSE,3,6,6,0.85,TRUE,4,1,1,20.2,FALSE
20190816,27,10,MAIDEN,TURF,8,FURLONGS,48000,10,1,5,4,11.6,FALSE,2,10,8,9.2,FALSE,3,7,6,48.25,FALSE,4,12,10,25.0,FALSE
20190817,28,1,MADIEN,DIRT,7,FURLONGS,90000,5,1,9,5,5.2,FALSE,2,1,1,1.3,TRUE,3,7,3,5.8,FALSE,4,5,2,7.5,FALSE
20190817,28,2,CLAIMING,DIRT,6.5,FURLONGS,80000,5,1,4,3,1.8,FALSE,2,6,5,2.65,FALSE,3,1,1,1.4,TRUE,4,3,2,8.3,FALSE
20190817,28,3,MAIDEN,DIRT,5.5,FURLONGS,48000,5,1,6,3,1.15,FALSE,2,7,4,0.95,FALSE,3,8,5,13.5,FALSE,4,2,2,33.5,FALSE
20190817,28,4,CLAIMING,DIRT,6.5,FURLONGS,32000,9,1,4,4,1.35,TRUE,2,3,3,5.0,FALSE,3,2,2,26.0,FALSE,4,7,7,23.3,FALSE
20190817,28,5,ALLOWANCE,TURF,11,FURLONGS,95000,7,1,6,5,5.0,FALSE,2,8,7,11.2,FALSE,3,7,6,6.1,FALSE,4,2,1,1.85,TRUE
20190817,28,6,ALLOWANCE,TURF,5.5,FURLONGS,92000,9,1,10,7,7.8,FALSE,2,5,3,4.5,FALSE,3,11,8,11.1,FALSE,4,1,1,18.3,FALSE
20190817,28,7,MAIDEN,DIRT,6.5,FURLONGS,90000,9,1,3,3,22.1,FALSE,2,6,6,2.4,FALSE,3,4,4,0.85,TRUE,4,5,5,28.75,FALSE
20190817,28,8,STAKES,TURF,5.5,FURLONGS,100000,7,1,7,5,4.0,FALSE,2,6,4,33.0,FALSE,3,9,7,12.9,FALSE,4,5,3,1.0,TRUE
20190817,28,9,G2,TURF,8.5,FURLONGS,200000,6,1,1,1,1.75,TRUE,2,5,5,2.3,FALSE,3,4,4,3.25,FALSE,4,2,2,24.75,FALSE
20190817,28,10,G1,DIRT,10,FURLONGS,600000,8,1,1,1,1.75,TRUE,2,7,7,2.45,FALSE,3,5,5,7.5,FALSE,4,8,8,26.5,FALSE
20190817,28,11,ALLOWANCE,DIRT,7,FURLONGS,80000,10,1,5,4,2.6,TRUE,2,10,9,12.4,FALSE,3,3,3,17.1,FALSE,4,2,2,2.7,FALSE
20190818,29,1,CLAIMING,DIRT,5.5,FURLONGS,50000,5,1,3,3,4.1,FALSE,2,4,4,6.3,FALSE,3,1,1,1.3,TRUE,4,5,5,4.5,FALSE
20190818,29,2,CLAIMING,DIRT,7,FURLONGS,38000,7,1,7,7,1.95,FALSE,2,5,5,5.8,FALSE,3,1,1,25.75,FALSE,4,2,2,42.75,FALSE
20190818,29,3,MAIDEN,DIRT,7,FURLONGS,90000,7,1,7,5,2.55,FALSE,2,5,4,1.9,TRUE,3,3,2,41.75,FALSE,4,9,7,6.8,FALSE
20190818,29,4,ALLOWANCE,TURF,8,FURLONGS,92000,6,1,8,6,5.7,FALSE,2,6,4,3.05,FALSE,3,4,2,1.85,TRUE,4,3,1,2.75,FALSE
20190818,29,5,MAIDEN,DIRT,5.5,FURLONGS,60000,7,1,5,4,7.9,FALSE,2,3,2,2.55,FALSE,3,2,1,3.4,FALSE,4,7,6,10.2,FALSE
20190818,29,6,MAIDEN,DIRT,6.5,FURLONGS,90000,8,1,6,6,0.95,TRUE,2,4,4,3.15,FALSE,3,7,7,4.1,FALSE,4,2,2,17.2,FALSE
20190818,29,7,CLAIMING,DIRT,5.5,FURLONGS,52000,5,1,6,4,5.4,FALSE,2,10,5,2.7,FALSE,3,1,1,9.5,FALSE,4,3,3,1.9,TRUE
20190818,29,8,ALLOWANCE,DIRT,7,FURLONGS,60000,7,1,4,2,6.3,FALSE,2,13,7,1.95,TRUE,3,12,6,2.15,FALSE,4,2,1,7.6,FALSE
20190818,29,9,STAKES,DIRT,9,FURLONGS,100000,7,1,7,7,0.6,TRUE,2,4,4,5.0,FALSE,3,5,5,11.1,FALSE,4,6,6,29.0,FALSE
20190818,29,10,CLAIMING,DIRT,9,FURLONGS,48000,5,1,7,4,8.7,FALSE,2,5,3,0.75,TRUE,3,3,2,10.6,FALSE,4,2,1,1.95,FALSE
20190821,30,1,CANCELLED,DIRT,0,FURLONGS,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
20190821,30,2,ALLOWANCE,DIRT,9,FURLONGS,92000,5,1,2,2,7.5,FALSE,2,1,1,2.3,FALSE,3,3,3,8.0,FALSE,4,5,5,0.8,TRUE
20190821,30,3,MAIDEN,DIRT,5.5,FURLONGS,60000,6,1,1,1,6.2,FALSE,2,7,6,2.4,FALSE,3,3,2,24.0,FALSE,4,4,3,1.05,TRUE
20190821,30,4,STAKES,DIRT,10,FURLONGS,100000,4,1,1,1,2.45,FALSE,2,5,4,0.65,TRUE,3,2,2,3.75,FALSE,4,3,3,8.8,FALSE
20190821,30,5,MAIDEN,DIRT,5.5,FURLONGS,78000,10,1,5,4,9.5,FALSE,2,7,6,0.65,TRUE,3,8,7,17.2,FALSE,4,9,8,19.9,FALSE
20190821,30,6,MAIDEN,DIRT,7,FURLONGS,75000,8,1,7,6,2.65,FALSE,2,6,5,12.6,FALSE,3,4,3,4.5,FALSE,4,10,8,8.7,FALSE
20190821,30,7,CLAIMING,DIRT,7,FURLONGS,42000,4,1,7,4,0.85,TRUE,2,1,1,2.1,FALSE,3,5,3,10.9,FALSE,4,2,2,3.05,FALSE
20190821,30,8,CLAIMING,DIRT,5.5,FURLONGS,57000,8,1,7,4,8.1,FALSE,2,8,5,3.55,FALSE,3,10,7,12.8,FALSE,4,11,8,10.0,FALSE
20190821,30,9,ALLOWANCE,DIRT,8,FURLONGS,80000,10,1,6,5,9.6,FALSE,2,8,7,5.4,FALSE,3,7,6,2.8,TRUE,4,1A,10,16.6,FALSE
20190821,30,10,CLAIMING,DIRT,5.5,FURLONGS,52000,6,1,16,6,9.4,FALSE,2,15,5,0.5,TRUE,3,5,1,8.5,FALSE,4,7,3,8.4,FALSE
